"","year","region","Y","gcam.consumer","Pn","Ps"
"1",1975,"Africa_Eastern",0.09422942745944,"d1",0.358485,0.0393309
"2",1975,"Africa_Eastern",0.17284306915512,"d2",0.358485,0.0393309
"3",1975,"Africa_Eastern",0.21942137994952,"d3",0.358485,0.0393309
"4",1975,"Africa_Eastern",0.26566876949648,"d4",0.358485,0.0393309
"5",1975,"Africa_Eastern",0.3171225656816,"d5",0.358485,0.0393309
"6",1975,"Africa_Eastern",0.38574217437224,"d6",0.358485,0.0393309
"7",1975,"Africa_Eastern",0.48325775986768,"d7",0.358485,0.0393309
"8",1975,"Africa_Eastern",0.6676609788464,"d8",0.358485,0.0393309
"9",1975,"Africa_Eastern",0.94506596443224,"d9",0.358485,0.0393309
"10",1975,"Africa_Eastern",2.452747892728,"d10",0.358485,0.0393309
"11",1975,"Africa_Northern",0.37881238978,"d1",0.320242,0.025817
"12",1975,"Africa_Northern",0.598111483524,"d2",0.320242,0.025817
"13",1975,"Africa_Northern",0.756437525504,"d3",0.320242,0.025817
"14",1975,"Africa_Northern",0.911641526544,"d4",0.320242,0.025817
"15",1975,"Africa_Northern",1.162321473676,"d5",0.320242,0.025817
"16",1975,"Africa_Northern",1.45498746228,"d6",0.320242,0.025817
"17",1975,"Africa_Northern",1.861811359232,"d7",0.320242,0.025817
"18",1975,"Africa_Northern",2.79591219066,"d8",0.320242,0.025817
"19",1975,"Africa_Northern",3.786571965636,"d9",0.320242,0.025817
"20",1975,"Africa_Northern",8.761392623164,"d10",0.320242,0.025817
"21",1975,"Africa_Southern",0.047926651422,"d1",0.288219,0.0421755
"22",1975,"Africa_Southern",0.10513403638191,"d2",0.288219,0.0421755
"23",1975,"Africa_Southern",0.15795837363465,"d3",0.288219,0.0421755
"24",1975,"Africa_Southern",0.21337327410204,"d4",0.288219,0.0421755
"25",1975,"Africa_Southern",0.29609412154011,"d5",0.288219,0.0421755
"26",1975,"Africa_Southern",0.4384147693227,"d6",0.288219,0.0421755
"27",1975,"Africa_Southern",0.67344285170058,"d7",0.288219,0.0421755
"28",1975,"Africa_Southern",0.93185714713509,"d8",0.288219,0.0421755
"29",1975,"Africa_Southern",1.45294111382922,"d9",0.288219,0.0421755
