"","region","year","partial_difference","input","totalPop","gcam.consumer","subregional.population.share"
"78","Africa_Northern",2005,-251.114245413341,"FoodDemand_Staples",15547.2,"d8",0.1
"79","Africa_Northern",2005,-251.114245413341,"FoodDemand_Staples",15547.2,"d9",0.1
"80","Africa_Northern",2005,-251.114245413341,"FoodDemand_Staples",15547.2,"d10",0.1
"81","Africa_Northern",2010,-213.811768654649,"FoodDemand_Staples",16839.5,"d1",0.1
"82","Africa_Northern",2010,-213.811768654649,"FoodDemand_Staples",16839.5,"d2",0.1
"83","Africa_Northern",2010,-213.811768654649,"FoodDemand_Staples",16839.5,"d3",0.1
"84","Africa_Northern",2010,-213.811768654649,"FoodDemand_Staples",16839.5,"d4",0.1
"85","Africa_Northern",2010,-213.811768654649,"FoodDemand_Staples",16839.5,"d5",0.1
"86","Africa_Northern",2010,-213.811768654649,"FoodDemand_Staples",16839.5,"d6",0.1
"87","Africa_Northern",2010,-213.811768654649,"FoodDemand_Staples",16839.5,"d7",0.1
"88","Africa_Northern",2010,-213.811768654649,"FoodDemand_Staples",16839.5,"d8",0.1
"89","Africa_Northern",2010,-213.811768654649,"FoodDemand_Staples",16839.5,"d9",0.1
"90","Africa_Northern",2010,-213.811768654649,"FoodDemand_Staples",16839.5,"d10",0.1
"91","Africa_Northern",2015,-326.552489051566,"FoodDemand_Staples",18495.9,"d1",0.1
"92","Africa_Northern",2015,-326.552489051566,"FoodDemand_Staples",18495.9,"d2",0.1
"93","Africa_Northern",2015,-326.552489051566,"FoodDemand_Staples",18495.9,"d3",0.1
"94","Africa_Northern",2015,-326.552489051566,"FoodDemand_Staples",18495.9,"d4",0.1
"95","Africa_Northern",2015,-326.552489051566,"FoodDemand_Staples",18495.9,"d5",0.1
"96","Africa_Northern",2015,-326.552489051566,"FoodDemand_Staples",18495.9,"d6",0.1
"97","Africa_Northern",2015,-326.552489051566,"FoodDemand_Staples",18495.9,"d7",0.1
"98","Africa_Northern",2015,-326.552489051566,"FoodDemand_Staples",18495.9,"d8",0.1
"99","Africa_Northern",2015,-326.552489051566,"FoodDemand_Staples",18495.9,"d9",0.1
"100","Africa_Northern",2015,-326.552489051566,"FoodDemand_Staples",18495.9,"d10",0.1
"101","Africa_Southern",1975,280.345506620905,"FoodDemand_Staples",5304.6,"d1",0.1
"102","Africa_Southern",1975,280.345506620905,"FoodDemand_Staples",5304.6,"d2",0.1
"103","Africa_Southern",1975,280.345506620905,"FoodDemand_Staples",5304.6,"d3",0.1
"104","Africa_Southern",1975,280.345506620905,"FoodDemand_Staples",5304.6,"d4",0.1
"105","Africa_Southern",1975,280.345506620905,"FoodDemand_Staples",5304.6,"d5",0.1
"106","Africa_Southern",1975,280.345506620905,"FoodDemand_Staples",5304.6,"d6",0.1
"107","Africa_Southern",1975,280.345506620905,"FoodDemand_Staples",5304.6,"d7",0.1
"108","Africa_Southern",1975,280.345506620905,"FoodDemand_Staples",5304.6,"d8",0.1
"109","Africa_Southern",1975,280.345506620905,"FoodDemand_Staples",5304.6,"d9",0.1
"110","Africa_Southern",1975,280.345506620905,"FoodDemand_Staples",5304.6,"d10",0.1
"111","Africa_Southern",1990,293.170946624864,"FoodDemand_Staples",8315.9,"d1",0.1
"112","Africa_Southern",1990,293.170946624864,"FoodDemand_Staples",8315.9,"d2",0.1
"113","Africa_Southern",1990,293.170946624864,"FoodDemand_Staples",8315.9,"d3",0.1
"114","Africa_Southern",1990,293.170946624864,"FoodDemand_Staples",8315.9,"d4",0.1
"115","Africa_Southern",1990,293.170946624864,"FoodDemand_Staples",8315.9,"d5",0.1
"116","Africa_Southern",1990,293.170946624864,"FoodDemand_Staples",8315.9,"d6",0.1
"117","Africa_Southern",1990,293.170946624864,"FoodDemand_Staples",8315.9,"d7",0.1
"118","Africa_Southern",1990,293.170946624864,"FoodDemand_Staples",8315.9,"d8",0.1
"119","Africa_Southern",1990,293.170946624864,"FoodDemand_Staples",8315.9,"d9",0.1
"120","Africa_Southern",1990,293.170946624864,"FoodDemand_Staples",8315.9,"d10",0.1
"121","Africa_Southern",2005,-0.696026273995696,"FoodDemand_Staples",12170.1,"d1",0.1
"122","Africa_Southern",2005,-0.696026273995696,"FoodDemand_Staples",12170.1,"d2",0.1
"123","Africa_Southern",2005,-0.696026273995696,"FoodDemand_Staples",12170.1,"d3",0.1
"124","Africa_Southern",2005,-0.696026273995696,"FoodDemand_Staples",12170.1,"d4",0.1
"125","Africa_Southern",2005,-0.696026273995696,"FoodDemand_Staples",12170.1,"d5",0.1
"126","Africa_Southern",2005,-0.696026273995696,"FoodDemand_Staples",12170.1,"d6",0.1
"127","Africa_Southern",2005,-0.696026273995696,"FoodDemand_Staples",12170.1,"d7",0.1
"128","Africa_Southern",2005,-0.696026273995696,"FoodDemand_Staples",12170.1,"d8",0.1
"129","Africa_Southern",2005,-0.696026273995696,"FoodDemand_Staples",12170.1,"d9",0.1
"130","Africa_Southern",2005,-0.696026273995696,"FoodDemand_Staples",12170.1,"d10",0.1
"131","Africa_Southern",2010,-203.374574182415,"FoodDemand_Staples",13924.4,"d1",0.1
"132","Africa_Southern",2010,-203.374574182415,"FoodDemand_Staples",13924.4,"d2",0.1
"133","Africa_Southern",2010,-203.374574182415,"FoodDemand_Staples",13924.4,"d3",0.1
"134","Africa_Southern",2010,-203.374574182415,"FoodDemand_Staples",13924.4,"d4",0.1
"135","Africa_Southern",2010,-203.374574182415,"FoodDemand_Staples",13924.4,"d5",0.1
"136","Africa_Southern",2010,-203.374574182415,"FoodDemand_Staples",13924.4,"d6",0.1
"137","Africa_Southern",2010,-203.374574182415,"FoodDemand_Staples",13924.4,"d7",0.1
"138","Africa_Southern",2010,-203.374574182415,"FoodDemand_Staples",13924.4,"d8",0.1
"139","Africa_Southern",2010,-203.374574182415,"FoodDemand_Staples",13924.4,"d9",0.1
"140","Africa_Southern",2010,-203.374574182415,"FoodDemand_Staples",13924.4,"d10",0.1
"141","Africa_Southern",2015,-332.532938846462,"FoodDemand_Staples",16044.7,"d1",0.1
"142","Africa_Southern",2015,-332.532938846462,"FoodDemand_Staples",16044.7,"d2",0.1
"143","Africa_Southern",2015,-332.532938846462,"FoodDemand_Staples",16044.7,"d3",0.1
"144","Africa_Southern",2015,-332.532938846462,"FoodDemand_Staples",16044.7,"d4",0.1
"145","Africa_Southern",2015,-332.532938846462,"FoodDemand_Staples",16044.7,"d5",0.1
"146","Africa_Southern",2015,-332.532938846462,"FoodDemand_Staples",16044.7,"d6",0.1
"147","Africa_Southern",2015,-332.532938846462,"FoodDemand_Staples",16044.7,"d7",0.1
"148","Africa_Southern",2015,-332.532938846462,"FoodDemand_Staples",16044.7,"d8",0.1
"149","Africa_Southern",2015,-332.532938846462,"FoodDemand_Staples",16044.7,"d9",0.1
"150","Africa_Southern",2015,-332.532938846462,"FoodDemand_Staples",16044.7,"d10",0.1
"151","Africa_Western",1975,-428.902865239522,"FoodDemand_Staples",15916,"d1",0.1
"152","Africa_Western",1975,-428.902865239522,"FoodDemand_Staples",15916,"d2",0.1
"153","Africa_Western",1975,-428.902865239522,"FoodDemand_Staples",15916,"d3",0.1
"154","Africa_Western",1975,-428.902865239522,"FoodDemand_Staples",15916,"d4",0.1
"155","Africa_Western",1975,-428.902865239522,"FoodDemand_Staples",15916,"d5",0.1
"156","Africa_Western",1975,-428.902865239522,"FoodDemand_Staples",15916,"d6",0.1
"157","Africa_Western",1975,-428.902865239522,"FoodDemand_Staples",15916,"d7",0.1
"158","Africa_Western",1975,-428.902865239522,"FoodDemand_Staples",15916,"d8",0.1
"159","Africa_Western",1975,-428.902865239522,"FoodDemand_Staples",15916,"d9",0.1
"160","Africa_Western",1975,-428.902865239522,"FoodDemand_Staples",15916,"d10",0.1
"161","Africa_Western",1990,-25.5572354711629,"FoodDemand_Staples",23953.5,"d1",0.1
"162","Africa_Western",1990,-25.5572354711629,"FoodDemand_Staples",23953.5,"d2",0.1
"163","Africa_Western",1990,-25.5572354711629,"FoodDemand_Staples",23953.5,"d3",0.1
"164","Africa_Western",1990,-25.5572354711629,"FoodDemand_Staples",23953.5,"d4",0.1
"165","Africa_Western",1990,-25.5572354711629,"FoodDemand_Staples",23953.5,"d5",0.1
"166","Africa_Western",1990,-25.5572354711629,"FoodDemand_Staples",23953.5,"d6",0.1
"167","Africa_Western",1990,-25.5572354711629,"FoodDemand_Staples",23953.5,"d7",0.1
"168","Africa_Western",1990,-25.5572354711629,"FoodDemand_Staples",23953.5,"d8",0.1
"169","Africa_Western",1990,-25.5572354711629,"FoodDemand_Staples",23953.5,"d9",0.1
"170","Africa_Western",1990,-25.5572354711629,"FoodDemand_Staples",23953.5,"d10",0.1
"171","Africa_Western",2005,-150.869754984736,"FoodDemand_Staples",36046.4,"d1",0.1
"172","Africa_Western",2005,-150.869754984736,"FoodDemand_Staples",36046.4,"d2",0.1
"173","Africa_Western",2005,-150.869754984736,"FoodDemand_Staples",36046.4,"d3",0.1
"174","Africa_Western",2005,-150.869754984736,"FoodDemand_Staples",36046.4,"d4",0.1
"175","Africa_Western",2005,-150.869754984736,"FoodDemand_Staples",36046.4,"d5",0.1
"176","Africa_Western",2005,-150.869754984736,"FoodDemand_Staples",36046.4,"d6",0.1
"177","Africa_Western",2005,-150.869754984736,"FoodDemand_Staples",36046.4,"d7",0.1
"178","Africa_Western",2005,-150.869754984736,"FoodDemand_Staples",36046.4,"d8",0.1
"179","Africa_Western",2005,-150.869754984736,"FoodDemand_Staples",36046.4,"d9",0.1
"180","Africa_Western",2005,-150.869754984736,"FoodDemand_Staples",36046.4,"d10",0.1
"181","Africa_Western",2010,-117.321149336011,"FoodDemand_Staples",41530.1,"d1",0.1
"182","Africa_Western",2010,-117.321149336011,"FoodDemand_Staples",41530.1,"d2",0.1
"183","Africa_Western",2010,-117.321149336011,"FoodDemand_Staples",41530.1,"d3",0.1
"184","Africa_Western",2010,-117.321149336011,"FoodDemand_Staples",41530.1,"d4",0.1
"185","Africa_Western",2010,-117.321149336011,"FoodDemand_Staples",41530.1,"d5",0.1
"186","Africa_Western",2010,-117.321149336011,"FoodDemand_Staples",41530.1,"d6",0.1
"187","Africa_Western",2010,-117.321149336011,"FoodDemand_Staples",41530.1,"d7",0.1
"188","Africa_Western",2010,-117.321149336011,"FoodDemand_Staples",41530.1,"d8",0.1
"189","Africa_Western",2010,-117.321149336011,"FoodDemand_Staples",41530.1,"d9",0.1
"190","Africa_Western",2010,-117.321149336011,"FoodDemand_Staples",41530.1,"d10",0.1
"191","Africa_Western",2015,-143.867020176289,"FoodDemand_Staples",47803.1,"d1",0.1
"192","Africa_Western",2015,-143.867020176289,"FoodDemand_Staples",47803.1,"d2",0.1
"193","Africa_Western",2015,-143.867020176289,"FoodDemand_Staples",47803.1,"d3",0.1
"194","Africa_Western",2015,-143.867020176289,"FoodDemand_Staples",47803.1,"d4",0.1
"195","Africa_Western",2015,-143.867020176289,"FoodDemand_Staples",47803.1,"d5",0.1
"196","Africa_Western",2015,-143.867020176289,"FoodDemand_Staples",47803.1,"d6",0.1
"197","Africa_Western",2015,-143.867020176289,"FoodDemand_Staples",47803.1,"d7",0.1
"198","Africa_Western",2015,-143.867020176289,"FoodDemand_Staples",47803.1,"d8",0.1
"199","Africa_Western",2015,-143.867020176289,"FoodDemand_Staples",47803.1,"d9",0.1
"200","Africa_Western",2015,-143.867020176289,"FoodDemand_Staples",47803.1,"d10",0.1
"201","Argentina",1975,-221.704118727491,"FoodDemand_Staples",2586.6,"d1",0.1
"202","Argentina",1975,-221.704118727491,"FoodDemand_Staples",2586.6,"d2",0.1
"203","Argentina",1975,-221.704118727491,"FoodDemand_Staples",2586.6,"d3",0.1
"204","Argentina",1975,-221.704118727491,"FoodDemand_Staples",2586.6,"d4",0.1
"205","Argentina",1975,-221.704118727491,"FoodDemand_Staples",2586.6,"d5",0.1
"206","Argentina",1975,-221.704118727491,"FoodDemand_Staples",2586.6,"d6",0.1
"207","Argentina",1975,-221.704118727491,"FoodDemand_Staples",2586.6,"d7",0.1
"208","Argentina",1975,-221.704118727491,"FoodDemand_Staples",2586.6,"d8",0.1
"209","Argentina",1975,-221.704118727491,"FoodDemand_Staples",2586.6,"d9",0.1
"210","Argentina",1975,-221.704118727491,"FoodDemand_Staples",2586.6,"d10",0.1
"211","Argentina",1990,-483.088646996925,"FoodDemand_Staples",3261.9,"d1",0.1
"212","Argentina",1990,-483.088646996925,"FoodDemand_Staples",3261.9,"d2",0.1
"213","Argentina",1990,-483.088646996925,"FoodDemand_Staples",3261.9,"d3",0.1
"214","Argentina",1990,-483.088646996925,"FoodDemand_Staples",3261.9,"d4",0.1
"215","Argentina",1990,-483.088646996925,"FoodDemand_Staples",3261.9,"d5",0.1
"216","Argentina",1990,-483.088646996925,"FoodDemand_Staples",3261.9,"d6",0.1
"217","Argentina",1990,-483.088646996925,"FoodDemand_Staples",3261.9,"d7",0.1
"218","Argentina",1990,-483.088646996925,"FoodDemand_Staples",3261.9,"d8",0.1
"219","Argentina",1990,-483.088646996925,"FoodDemand_Staples",3261.9,"d9",0.1
"220","Argentina",1990,-483.088646996925,"FoodDemand_Staples",3261.9,"d10",0.1
"221","Argentina",2005,-394.05207529556,"FoodDemand_Staples",3889.3,"d1",0.1
"222","Argentina",2005,-394.05207529556,"FoodDemand_Staples",3889.3,"d2",0.1
"223","Argentina",2005,-394.05207529556,"FoodDemand_Staples",3889.3,"d3",0.1
"224","Argentina",2005,-394.05207529556,"FoodDemand_Staples",3889.3,"d4",0.1
"225","Argentina",2005,-394.05207529556,"FoodDemand_Staples",3889.3,"d5",0.1
"226","Argentina",2005,-394.05207529556,"FoodDemand_Staples",3889.3,"d6",0.1
"227","Argentina",2005,-394.05207529556,"FoodDemand_Staples",3889.3,"d7",0.1
"228","Argentina",2005,-394.05207529556,"FoodDemand_Staples",3889.3,"d8",0.1
"229","Argentina",2005,-394.05207529556,"FoodDemand_Staples",3889.3,"d9",0.1
"230","Argentina",2005,-394.05207529556,"FoodDemand_Staples",3889.3,"d10",0.1
"231","Argentina",2010,6.11763190364225,"FoodDemand_Staples",4089.6,"d1",0.1
"232","Argentina",2010,6.11763190364225,"FoodDemand_Staples",4089.6,"d2",0.1
"233","Argentina",2010,6.11763190364225,"FoodDemand_Staples",4089.6,"d3",0.1
"234","Argentina",2010,6.11763190364225,"FoodDemand_Staples",4089.6,"d4",0.1
"235","Argentina",2010,6.11763190364225,"FoodDemand_Staples",4089.6,"d5",0.1
"236","Argentina",2010,6.11763190364225,"FoodDemand_Staples",4089.6,"d6",0.1
"237","Argentina",2010,6.11763190364225,"FoodDemand_Staples",4089.6,"d7",0.1
"238","Argentina",2010,6.11763190364225,"FoodDemand_Staples",4089.6,"d8",0.1
"239","Argentina",2010,6.11763190364225,"FoodDemand_Staples",4089.6,"d9",0.1
"240","Argentina",2010,6.11763190364225,"FoodDemand_Staples",4089.6,"d10",0.1
"241","Argentina",2015,-192.019460049299,"FoodDemand_Staples",4307.5,"d1",0.1
"242","Argentina",2015,-192.019460049299,"FoodDemand_Staples",4307.5,"d2",0.1
"243","Argentina",2015,-192.019460049299,"FoodDemand_Staples",4307.5,"d3",0.1
"244","Argentina",2015,-192.019460049299,"FoodDemand_Staples",4307.5,"d4",0.1
"245","Argentina",2015,-192.019460049299,"FoodDemand_Staples",4307.5,"d5",0.1
"246","Argentina",2015,-192.019460049299,"FoodDemand_Staples",4307.5,"d6",0.1
"247","Argentina",2015,-192.019460049299,"FoodDemand_Staples",4307.5,"d7",0.1
"248","Argentina",2015,-192.019460049299,"FoodDemand_Staples",4307.5,"d8",0.1
"249","Argentina",2015,-192.019460049299,"FoodDemand_Staples",4307.5,"d9",0.1
"250","Argentina",2015,-192.019460049299,"FoodDemand_Staples",4307.5,"d10",0.1
"251","Australia_NZ",1975,-137.898629185448,"FoodDemand_Staples",1685.6,"d1",0.1
"252","Australia_NZ",1975,-137.898629185448,"FoodDemand_Staples",1685.6,"d2",0.1
"253","Australia_NZ",1975,-137.898629185448,"FoodDemand_Staples",1685.6,"d3",0.1
"254","Australia_NZ",1975,-137.898629185448,"FoodDemand_Staples",1685.6,"d4",0.1
"255","Australia_NZ",1975,-137.898629185448,"FoodDemand_Staples",1685.6,"d5",0.1
"256","Australia_NZ",1975,-137.898629185448,"FoodDemand_Staples",1685.6,"d6",0.1
"257","Australia_NZ",1975,-137.898629185448,"FoodDemand_Staples",1685.6,"d7",0.1
"258","Australia_NZ",1975,-137.898629185448,"FoodDemand_Staples",1685.6,"d8",0.1
"259","Australia_NZ",1975,-137.898629185448,"FoodDemand_Staples",1685.6,"d9",0.1
"260","Australia_NZ",1975,-137.898629185448,"FoodDemand_Staples",1685.6,"d10",0.1
"261","Australia_NZ",1990,-122.335278206848,"FoodDemand_Staples",2035.9,"d1",0.1
"262","Australia_NZ",1990,-122.335278206848,"FoodDemand_Staples",2035.9,"d2",0.1
"263","Australia_NZ",1990,-122.335278206848,"FoodDemand_Staples",2035.9,"d3",0.1
"264","Australia_NZ",1990,-122.335278206848,"FoodDemand_Staples",2035.9,"d4",0.1
"265","Australia_NZ",1990,-122.335278206848,"FoodDemand_Staples",2035.9,"d5",0.1
"266","Australia_NZ",1990,-122.335278206848,"FoodDemand_Staples",2035.9,"d6",0.1
"267","Australia_NZ",1990,-122.335278206848,"FoodDemand_Staples",2035.9,"d7",0.1
"268","Australia_NZ",1990,-122.335278206848,"FoodDemand_Staples",2035.9,"d8",0.1
"269","Australia_NZ",1990,-122.335278206848,"FoodDemand_Staples",2035.9,"d9",0.1
"270","Australia_NZ",1990,-122.335278206848,"FoodDemand_Staples",2035.9,"d10",0.1
"271","Australia_NZ",2005,13.4576887693802,"FoodDemand_Staples",2431.4,"d1",0.1
"272","Australia_NZ",2005,13.4576887693802,"FoodDemand_Staples",2431.4,"d2",0.1
"273","Australia_NZ",2005,13.4576887693802,"FoodDemand_Staples",2431.4,"d3",0.1
"274","Australia_NZ",2005,13.4576887693802,"FoodDemand_Staples",2431.4,"d4",0.1
"275","Australia_NZ",2005,13.4576887693802,"FoodDemand_Staples",2431.4,"d5",0.1
"276","Australia_NZ",2005,13.4576887693802,"FoodDemand_Staples",2431.4,"d6",0.1
"277","Australia_NZ",2005,13.4576887693802,"FoodDemand_Staples",2431.4,"d7",0.1
"278","Australia_NZ",2005,13.4576887693802,"FoodDemand_Staples",2431.4,"d8",0.1
"279","Australia_NZ",2005,13.4576887693802,"FoodDemand_Staples",2431.4,"d9",0.1
"280","Australia_NZ",2005,13.4576887693802,"FoodDemand_Staples",2431.4,"d10",0.1
"281","Australia_NZ",2010,-22.9922281758104,"FoodDemand_Staples",2652.5,"d1",0.1
"282","Australia_NZ",2010,-22.9922281758104,"FoodDemand_Staples",2652.5,"d2",0.1
"283","Australia_NZ",2010,-22.9922281758104,"FoodDemand_Staples",2652.5,"d3",0.1
"284","Australia_NZ",2010,-22.9922281758104,"FoodDemand_Staples",2652.5,"d4",0.1
"285","Australia_NZ",2010,-22.9922281758104,"FoodDemand_Staples",2652.5,"d5",0.1
"286","Australia_NZ",2010,-22.9922281758104,"FoodDemand_Staples",2652.5,"d6",0.1
"287","Australia_NZ",2010,-22.9922281758104,"FoodDemand_Staples",2652.5,"d7",0.1
"288","Australia_NZ",2010,-22.9922281758104,"FoodDemand_Staples",2652.5,"d8",0.1
"289","Australia_NZ",2010,-22.9922281758104,"FoodDemand_Staples",2652.5,"d9",0.1
"290","Australia_NZ",2010,-22.9922281758104,"FoodDemand_Staples",2652.5,"d10",0.1
"291","Australia_NZ",2015,84.1670825917225,"FoodDemand_Staples",2854.7,"d1",0.1
"292","Australia_NZ",2015,84.1670825917225,"FoodDemand_Staples",2854.7,"d2",0.1
"293","Australia_NZ",2015,84.1670825917225,"FoodDemand_Staples",2854.7,"d3",0.1
"294","Australia_NZ",2015,84.1670825917225,"FoodDemand_Staples",2854.7,"d4",0.1
"295","Australia_NZ",2015,84.1670825917225,"FoodDemand_Staples",2854.7,"d5",0.1
"296","Australia_NZ",2015,84.1670825917225,"FoodDemand_Staples",2854.7,"d6",0.1
"297","Australia_NZ",2015,84.1670825917225,"FoodDemand_Staples",2854.7,"d7",0.1
"298","Australia_NZ",2015,84.1670825917225,"FoodDemand_Staples",2854.7,"d8",0.1
"299","Australia_NZ",2015,84.1670825917225,"FoodDemand_Staples",2854.7,"d9",0.1
"300","Australia_NZ",2015,84.1670825917225,"FoodDemand_Staples",2854.7,"d10",0.1
"301","Brazil",1975,-39.9237361031449,"FoodDemand_Staples",10721.6,"d1",0.1
